Gruppierung Bezeichnung;Produktbereich;Produktbereich Bezeichnung;Produktgruppe;Produktgruppe Bezeichnung;Haushaltsjahr;Ertrag / Aufwand; €
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.05;Arbeitsmedizin und Sicherheitstechnik;2020;E;208000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.08;Personalvertretungen;2015;E;44077,98
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.08;Personalvertretungen;2016;E;35000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.08;Personalvertretungen;2017;E;35000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.08;Personalvertretungen;2018;E;35000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.08;Personalvertretungen;2019;E;35000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.08;Personalvertretungen;2020;E;35000,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.01;Prüfung und Beratung;2015;E;509300,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.01;Prüfung und Beratung;2016;E;509000,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.01;Prüfung und Beratung;2017;E;524000,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.01;Prüfung und Beratung;2018;E;524000,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.01;Prüfung und Beratung;2019;E;524000,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.01;Prüfung und Beratung;2020;E;524000,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.02;Datenschutz und IT-Sicherheit;2015;E;28936,61
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.02;Datenschutz und IT-Sicherheit;2016;E;33000,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.02;Datenschutz und IT-Sicherheit;2017;E;33000,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.02;Datenschutz und IT-Sicherheit;2018;E;33000,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.02;Datenschutz und IT-Sicherheit;2019;E;33000,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.02;Datenschutz und IT-Sicherheit;2020;E;33000,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2015;E;65999,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2016;E;140000,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2017;E;66000,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2018;E;66000,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2019;E;66000,00
Privatrechtliche Leistungsentgelte;33;Revision und Recht;33.03;Interne Rechtliche Serviceleistungen;2020;E;66000,00
Privatrechtliche Leistungsentgelte;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2015;E;98102,35
Privatrechtliche Leistungsentgelte;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2016;E;97000,00
Privatrechtliche Leistungsentgelte;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2017;E;97000,00
Privatrechtliche Leistungsentgelte;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2018;E;97000,00
Privatrechtliche Leistungsentgelte;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2019;E;97000,00
Privatrechtliche Leistungsentgelte;34;Grundstücks- und Gebäudemanagement;34.01;Grundstücks- und Gebäudebewirtschaftung;2020;E;97000,00
Privatrechtliche Leistungsentgelte;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2015;E;20297543,67
Privatrechtliche Leistungsentgelte;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2016;E;22364000,00
Privatrechtliche Leistungsentgelte;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2017;E;20580000,00
Privatrechtliche Leistungsentgelte;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2018;E;20580000,00
Privatrechtliche Leistungsentgelte;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2019;E;20580000,00
Privatrechtliche Leistungsentgelte;34;Grundstücks- und Gebäudemanagement;34.04;Grundstücks- und Gebäudemanagement;2020;E;20580000,00
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.01;Zentrale Serviceleistungen;2015;E;175172,75
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.01;Zentrale Serviceleistungen;2016;E;92000,00
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.01;Zentrale Serviceleistungen;2017;E;89000,00
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.01;Zentrale Serviceleistungen;2018;E;89000,00
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.01;Zentrale Serviceleistungen;2019;E;89000,00
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.01;Zentrale Serviceleistungen;2020;E;89000,00
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.02;Informations- und Kommunikationstechnologie;2015;E;10464449,46
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.02;Informations- und Kommunikationstechnologie;2016;E;8776000,00
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.02;Informations- und Kommunikationstechnologie;2017;E;8776000,00
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.02;Informations- und Kommunikationstechnologie;2018;E;8776000,00
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.02;Informations- und Kommunikationstechnologie;2019;E;8776000,00
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.02;Informations- und Kommunikationstechnologie;2020;E;8776000,00
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.03;Städtische Kommunikation;2015;E;328923,29
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.03;Städtische Kommunikation;2016;E;237000,00
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.03;Städtische Kommunikation;2017;E;237000,00
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.03;Städtische Kommunikation;2018;E;237000,00
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.03;Städtische Kommunikation;2019;E;237000,00
Privatrechtliche Leistungsentgelte;35;Zentrale Dienste;35.03;Städtische Kommunikation;2020;E;237000,00
Privatrechtliche Leistungsentgelte;98;Zentrale Finanzwirtschaft;98.09;Unselbständige Stiftungen;2015;E;175228,00
Sonstige ordentliche Aufwendungen;11;Ordnung und Sicherheit;11.01;Einwohnerangelegenheiten;2015;A;108,00
Sonstige ordentliche Aufwendungen;11;Ordnung und Sicherheit;11.04;Ordnung und Sicherheit;2015;A;5233,00
Sonstige ordentliche Aufwendungen;11;Ordnung und Sicherheit;11.04;Ordnung und Sicherheit;2016;A;10000,00
Sonstige ordentliche Aufwendungen;11;Ordnung und Sicherheit;11.04;Ordnung und Sicherheit;2017;A;10000,00
Sonstige ordentliche Aufwendungen;11;Ordnung und Sicherheit;11.04;Ordnung und Sicherheit;2018;A;10000,00
Sonstige ordentliche Aufwendungen;11;Ordnung und Sicherheit;11.04;Ordnung und Sicherheit;2019;A;10000,00
Sonstige ordentliche Aufwendungen;11;Ordnung und Sicherheit;11.04;Ordnung und Sicherheit;2020;A;10000,00
Sonstige ordentliche Aufwendungen;11;Ordnung und Sicherheit;11.05;Verkehrssteuerung und -überwachung;2015;A;30151,72
Sonstige ordentliche Aufwendungen;11;Ordnung und Sicherheit;11.05;Verkehrssteuerung und -überwachung;2016;A;33000,00
Sonstige ordentliche Aufwendungen;11;Ordnung und Sicherheit;11.05;Verkehrssteuerung und -überwachung;2017;A;33000,00
Sonstige ordentliche Aufwendungen;11;Ordnung und Sicherheit;11.05;Verkehrssteuerung und -überwachung;2018;A;33000,00
Sonstige ordentliche Aufwendungen;11;Ordnung und Sicherheit;11.05;Verkehrssteuerung und -überwachung;2019;A;33000,00
Sonstige ordentliche Aufwendungen;11;Ordnung und Sicherheit;11.05;Verkehrssteuerung und -überwachung;2020;A;33000,00
Sonstige ordentliche Aufwendungen;12;Brandschutz und Rettungsdienst;12.01;Brandschutz;2015;A;721,00
Sonstige ordentliche Aufwendungen;13;Stadtplanung;13.01;Stadtplanung;2015;A;216550,71
Sonstige ordentliche Aufwendungen;13;Stadtplanung;13.01;Stadtplanung;2016;A;217000,00
Sonstige ordentliche Aufwendungen;13;Stadtplanung;13.01;Stadtplanung;2017;A;217000,00
Sonstige ordentliche Aufwendungen;13;Stadtplanung;13.01;Stadtplanung;2018;A;217000,00
Sonstige ordentliche Aufwendungen;13;Stadtplanung;13.01;Stadtplanung;2019;A;217000,00
Sonstige ordentliche Aufwendungen;13;Stadtplanung;13.01;Stadtplanung;2020;A;217000,00
Sonstige ordentliche Aufwendungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2015;A;1225,00
Sonstige ordentliche Aufwendungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2016;A;2000,00
Sonstige ordentliche Aufwendungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2017;A;2000,00
Sonstige ordentliche Aufwendungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2018;A;2000,00
Sonstige ordentliche Aufwendungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2019;A;2000,00
Sonstige ordentliche Aufwendungen;14;Geoinformation und Grundstücksordnung;14.01;Vermessungen;2020;A;2000,00
Sonstige ordentliche Aufwendungen;14;Geoinformation und Grundstücksordnung;14.02;Geoinformation;2015;A;198,00
Sonstige ordentliche Aufwendungen;14;Geoinformation und Grundstücksordnung;14.02;Geoinformation;2016;A;0,00
Sonstige ordentliche Aufwendungen;14;Geoinformation und Grundstücksordnung;14.02;Geoinformation;2017;A;0,00
Sonstige ordentliche Aufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2015;A;2194,00
Sonstige ordentliche Aufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2016;A;4000,00
Sonstige ordentliche Aufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2017;A;4000,00
Sonstige ordentliche Aufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2018;A;4000,00
Sonstige ordentliche Aufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2019;A;4000,00
Sonstige ordentliche Aufwendungen;15;Bauaufsicht und Denkmalschutz;15.01;Bauaufsicht;2020;A;4000,00
Sonstige ordentliche Aufwendungen;15;Bauaufsicht und Denkmalschutz;15.02;Denkmalschutz und -pflege;2015;A;336,00
Sonstige ordentliche Aufwendungen;15;Bauaufsicht und Denkmalschutz;15.02;Denkmalschutz und -pflege;2016;A;1000,00
Sonstige ordentliche Aufwendungen;15;Bauaufsicht und Denkmalschutz;15.02;Denkmalschutz und -pflege;2017;A;1000,00
Sonstige ordentliche Aufwendungen;15;Bauaufsicht und Denkmalschutz;15.02;Denkmalschutz und -pflege;2018;A;1000,00
Sonstige ordentliche Aufwendungen;15;Bauaufsicht und Denkmalschutz;15.02;Denkmalschutz und -pflege;2019;A;1000,00
Sonstige ordentliche Aufwendungen;15;Bauaufsicht und Denkmalschutz;15.02;Denkmalschutz und -pflege;2020;A;1000,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2015;A;37744,08
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2016;A;38000,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2017;A;38000,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2018;A;38000,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2019;A;38000,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2020;A;38000,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.06;Verkehrseinrichtungen;2015;A;438,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.06;Verkehrseinrichtungen;2016;A;3000,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.06;Verkehrseinrichtungen;2017;A;3000,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.06;Verkehrseinrichtungen;2018;A;3000,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.06;Verkehrseinrichtungen;2019;A;3000,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.06;Verkehrseinrichtungen;2020;A;3000,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.08;Parkierungseinrichtungen;2015;A;
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.08;Parkierungseinrichtungen;2016;A;64000,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.08;Parkierungseinrichtungen;2017;A;64000,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.08;Parkierungseinrichtungen;2018;A;64000,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.08;Parkierungseinrichtungen;2019;A;64000,00
Sonstige ordentliche Aufwendungen;16;Nahverkehr und ÖPNV;16.08;Parkierungseinrichtungen;2020;A;64000,00
Sonstige ordentliche Aufwendungen;17;Wohnen;17.01;Wohnen;2015;A;1318422,05
Sonstige ordentliche Aufwendungen;17;Wohnen;17.01;Wohnen;2016;A;1169000,00
Sonstige ordentliche Aufwendungen;17;Wohnen;17.01;Wohnen;2017;A;1318000,00
Sonstige ordentliche Aufwendungen;17;Wohnen;17.01;Wohnen;2018;A;1318000,00
Sonstige ordentliche Aufwendungen;17;Wohnen;17.01;Wohnen;2019;A;1318000,00
Sonstige ordentliche Aufwendungen;17;Wohnen;17.01;Wohnen;2020;A;1318000,00
Sonstige ordentliche Aufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2015;A;1051,00
Sonstige ordentliche Aufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2016;A;2000,00
Sonstige ordentliche Aufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2017;A;2000,00
Sonstige ordentliche Aufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2018;A;2000,00
Sonstige ordentliche Aufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2019;A;2000,00
Sonstige ordentliche Aufwendungen;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2020;A;2000,00
Sonstige ordentliche Aufwendungen;19;Gesundheit;19.01;Infektiologie;2015;A;50907,04
Sonstige ordentliche Aufwendungen;19;Gesundheit;19.01;Infektiologie;2016;A;51000,00
Sonstige ordentliche Aufwendungen;19;Gesundheit;19.01;Infektiologie;2017;A;51000,00
Sonstige ordentliche Aufwendungen;19;Gesundheit;19.01;Infektiologie;2018;A;51000,00
Sonstige ordentliche Aufwendungen;19;Gesundheit;19.01;Infektiologie;2019;A;51000,00
Sonstige ordentliche Aufwendungen;19;Gesundheit;19.01;Infektiologie;2020;A;51000,00
Sonstige ordentliche Aufwendungen;19;Gesundheit;19.02;Medizinische Dienste und Hygiene;2015;A;124,00
Sonstige ordentliche Aufwendungen;19;Gesundheit;19.03;Kinder- und Jugendmedizin;2015;A;108,00
Sonstige ordentliche Aufwendungen;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2015;A;39508,65
Sonstige ordentliche Aufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2015;A;16869,96
Sonstige ordentliche Aufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2016;A;20000,00
Sonstige ordentliche Aufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2017;A;20000,00
Sonstige ordentliche Aufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2018;A;20000,00
Sonstige ordentliche Aufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2019;A;20000,00
Sonstige ordentliche Aufwendungen;20;Bildung;20.03;Trägerübergreifende Kita-Aufgaben, Tagespflege;2020;A;20000,00
Sonstige ordentliche Aufwendungen;20;Bildung;20.07;Angebote der Stadtbücherei;2015;A;1688,00
Sonstige ordentliche Aufwendungen;20;Bildung;20.07;Angebote der Stadtbücherei;2016;A;2000,00
Sonstige ordentliche Aufwendungen;20;Bildung;20.07;Angebote der Stadtbücherei;2017;A;2000,00
Sonstige ordentliche Aufwendungen;20;Bildung;20.07;Angebote der Stadtbücherei;2018;A;2000,00
Sonstige ordentliche Aufwendungen;20;Bildung;20.07;Angebote der Stadtbücherei;2019;A;2000,00
Sonstige ordentliche Aufwendungen;20;Bildung;20.07;Angebote der Stadtbücherei;2020;A;2000,00
Sonstige ordentliche Aufwendungen;20;Bildung;20.13;Frankfurter Kinderbüro;2017;A;1000,00
Sonstige ordentliche Aufwendungen;20;Bildung;20.13;Frankfurter Kinderbüro;2018;A;1000,00
Sonstige ordentliche Aufwendungen;20;Bildung;20.13;Frankfurter Kinderbüro;2019;A;1000,00
Sonstige ordentliche Aufwendungen;20;Bildung;20.13;Frankfurter Kinderbüro;2020;A;1000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2015;A;11912,44
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2016;A;13000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2017;A;13000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2018;A;13000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2019;A;13000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2020;A;13000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2015;A;18467,34
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2016;A;26000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2017;A;26000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2018;A;26000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2019;A;26000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2020;A;26000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.12;Städtische Bühnen;2015;A;0,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.12;Städtische Bühnen;2016;A;18000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.12;Städtische Bühnen;2017;A;18000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.12;Städtische Bühnen;2018;A;18000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.12;Städtische Bühnen;2019;A;18000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.12;Städtische Bühnen;2020;A;18000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2015;A;58729,58
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2016;A;55000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2017;A;55000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2018;A;55000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2019;A;55000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2020;A;55000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2015;A;24012,94
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2016;A;22000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2017;A;22000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2018;A;22000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2019;A;22000,00
Sonstige ordentliche Aufwendungen;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2020;A;22000,00
